0.30716500 1.88648000 8.30679000
5.76986000 0.57304900 3.23121000
-9.38056000 1.67488000 -3.40300000
-3.27910000 5.58744000 -9.60495000
3.02961000 8.14626000 -1.70361000
4.59132000 -4.26095000 -9.84344000
7.44134000 -5.52584000 -0.94088900
3.42856000 -3.27284000 7.70913000
6.53734000 5.36483000 -8.66688000
-8.05989000 -0.12252300 -9.95231000
-0.76405500 5.09952000 2.50122000
-6.44080000 9.52537000 5.03175000
-2.00422000 1.52348000 6.70843000
4.78591000 0.84910400 -0.15979700
-1.15206000 5.31450000 -7.42095000
6.76251000 -3.21162000 7.75548000
-0.00794689 -3.66315000 5.96057000
7.63313000 0.93347500 -0.91452300
1.95462000 9.08878000 -3.07133000
0.27852400 5.21925000 -3.00266000
-5.92287000 5.28783000 -2.80592000
-7.19220000 -2.09123000 -5.60165000
5.34588000 6.82150000 1.70684000
7.50706000 8.46294000 8.27968000
-2.65578000 -2.92130000 7.79560000
3.49519000 3.56108000 6.37552000
-3.99852000 0.74875200 -3.87655000
-8.28703000 0.91008800 6.62786000
-4.09827000 -3.99891000 -6.86728000
1.44923000 -2.73658000 -3.18363000
-3.19116000 -5.51023000 5.44083000
-5.51243000 -2.92959000 -3.78563000
-0.66874400 -0.95635900 7.33859000
-7.96276000 -9.92182000 -2.63053000
0.99342100 9.58390000 7.26869000
-6.19370000 3.57312000 9.44483000
4.70075000 4.48199000 -2.08110000
9.94572000 -3.20696000 5.25238000
3.03156000 -9.13112000 0.85802200
-7.13674000 -7.03092000 5.32841000
9.18716000 -0.28737700 -2.77931000
-3.36272000 -0.09134020 -7.51583000
-2.98838000 -0.51761100 4.13094000
-0.85665100 -6.66356000 0.71778600
8.31053000 3.15033000 -3.32821000
-7.26502000 -1.72122000 -0.78195700
2.70069000 2.22379000 -8.94715000
0.62090300 -3.52643000 1.35221000
-6.73893000 7.67327000 -2.38992000
-2.85130000 5.57675000 -7.98491000
-8.61964000 -3.92688000 -0.71356700
-1.53007000 -0.61931100 -3.76080000
0.75860000 7.68652000 4.22150000
9.83021000 6.06572000 6.21449000
1.83892000 8.16512000 3.75093000
-9.49002000 9.21555000 -8.86288000
-9.16863000 5.07731000 0.83454000
-1.47728000 -4.73278000 8.03371000
8.95693000 8.67110000 -3.20460000
-3.33882000 -0.88670200 3.62324000
0.07756010 8.13313000 -7.24897000
3.46665000 -0.11412900 -3.64982000
-9.62670000 -7.14536000 5.30219000
-5.85133000 -7.68953000 7.06190000
1.75373000 2.82150000 4.04004000
1.84894000 -9.77049000 -4.17755000
2.33289000 -5.19661000 3.16768000
-0.69893600 -4.50230000 1.65219000
-2.53338000 4.59605000 7.57525000
7.40833000 -9.00358000 -2.52591000
-9.02483000 -7.62205000 1.35915000
9.83447000 -1.58631000 6.55113000
4.93204000 -7.48951000 0.27113100
-8.91243000 9.23599000 -2.40718000
0.30227000 -6.80029000 3.66727000
-8.29287000 1.10883000 -9.78984000
9.93164000 -9.82851000 8.93210000
-3.90096000 -8.96714000 -5.62801000
-4.51722000 3.67455000 -3.92362000
-5.31395000 3.19088000 -5.81513000
7.45188000 -0.15652000 -6.53717000
3.32702000 -6.02473000 -5.88475000
3.13176000 -5.08372000 -1.31945000
-6.62588000 -1.70850000 6.38756000
3.74368000 8.29008000 -9.28474000
-3.90720000 4.67731000 8.59818000
1.51860000 -5.57143000 -3.77272000
0.98750200 -2.95209000 0.24640900
5.99619000 -9.88599000 -2.25428000
-6.35509000 8.54925000 -5.13627000
7.72444000 4.60058000 -7.26603000
2.28461000 0.55621100 -7.01793000
-0.13441900 3.14367000 6.58444000
7.44033000 8.92845000 -9.41127000
2.99079000 -7.04727000 -0.41311200
-6.48639000 -3.97319000 7.94867000
7.30589000 -9.67132000 -0.08688150
-5.09934000 5.03393000 -0.48926300
9.62754000 9.74674000 -8.31317000
-0.87990900 1.44769000 7.43567000
