0.307165 1.88648 8.30679 -6.42505e-006
5.76986 0.573049 3.23121 8.50896e-006
-9.38056 1.67488 -3.403 -4.5554e-005
-3.2791 5.58744 -9.60495 5.71561e-006
3.02961 8.14626 -1.70361 -2.94484e-005
4.59132 -4.26095 -9.84344 -1.57622e-005
7.44134 -5.52584 -0.940889 -7.85597e-006
3.42856 -3.27284 7.70913 -6.95302e-006
6.53734 5.36483 -8.66688 -1.36686e-005
-8.05989 -0.122523 -9.95231 -4.13088e-005
-0.764055 5.09952 2.50122 -8.45866e-006
-6.4408 9.52537 5.03175 -3.35206e-006
-2.00422 1.52348 6.70843 -2.30269e-005
4.78591 0.849104 -0.159797 -2.49233e-006
-1.15206 5.3145 -7.42095 -4.24918e-005
6.76251 -3.21162 7.75548 -3.75041e-005
-0.00794689 -3.66315 5.96057 5.45631e-006
7.63313 0.933475 -0.914523 -4.18906e-005
1.95462 9.08878 -3.07133 -6.44043e-006
0.278524 5.21925 -3.00266 -3.91926e-005
-5.92287 5.28783 -2.80592 1.15889e-006
-7.1922 -2.09123 -5.60165 -2.23933e-005
5.34588 6.8215 1.70684 -5.91153e-006
7.50706 8.46294 8.27968 9.37773e-006
-2.65578 -2.9213 7.7956 -2.57152e-006
3.49519 3.56108 6.37552 -4.55959e-005
-3.99852 0.748752 -3.87655 -9.26898e-006
-8.28703 0.910088 6.62786 -2.33285e-006
-4.09827 -3.99891 -6.86728 -3.74919e-005
1.44923 -2.73658 -3.18363 -3.48635e-005
-3.19116 -5.51023 5.44083 4.93097e-007
-5.51243 -2.92959 -3.78563 8.90832e-006
-0.668744 -0.956359 7.33859 -7.85691e-006
-7.96276 -9.92182 -2.63053 -1.56823e-005
0.993421 9.5839 7.26869 -3.67276e-005
-6.1937 3.57312 9.44483 -2.92831e-005
4.70075 4.48199 -2.0811 -3.52902e-005
9.94572 -3.20696 5.25238 -1.05835e-005
3.03156 -9.13112 0.858022 2.87169e-006
-7.13674 -7.03092 5.32841 -3.09401e-005
9.18716 -0.287377 -2.77931 9.3629e-006
-3.36272 -0.0913402 -7.51583 -4.78617e-005
-2.98838 -0.517611 4.13094 -3.23975e-007
-0.856651 -6.66356 0.717786 -8.45272e-006
8.31053 3.15033 -3.32821 -3.51923e-006
-7.26502 -1.72122 -0.781957 -3.79374e-005
2.70069 2.22379 -8.94715 8.92127e-006
0.620903 -3.52643 1.35221 -3.42383e-005
-6.73893 7.67327 -2.38992 -3.33365e-005
-2.8513 5.57675 -7.98491 -3.09654e-005
-8.61964 -3.92688 -0.713567 -3.29431e-005
-1.53007 -0.619311 -3.7608 -3.17013e-005
0.7586 7.68652 4.2215 -1.81522e-005
9.83021 6.06572 6.21449 -3.31593e-005
1.83892 8.16512 3.75093 -3.19839e-005
-9.49002 9.21555 -8.86288 -1.18297e-005
-9.16863 5.07731 0.83454 -4.8999e-005
-1.47728 -4.73278 8.03371 6.63706e-006
8.95693 8.6711 -3.2046 6.47304e-006
-3.33882 -0.886702 3.62324 -2.80678e-005
0.0775601 8.13313 -7.24897 -4.50306e-005
3.46665 -0.114129 -3.64982 -9.94615e-006
-9.6267 -7.14536 5.30219 -3.53416e-005
-5.85133 -7.68953 7.0619 -1.36343e-005
1.75373 2.8215 4.04004 -4.0784e-005
1.84894 -9.77049 -4.17755 -3.40954e-005
2.33289 -5.19661 3.16768 -4.32486e-006
-0.698936 -4.5023 1.65219 -1.74844e-005
-2.53338 4.59605 7.57525 -2.13449e-005
7.40833 -9.00358 -2.52591 -1.93057e-005
-9.02483 -7.62205 1.35915 -4.01177e-005
9.83447 -1.58631 6.55113 -5.97579e-006
4.93204 -7.48951 0.271131 4.61026e-006
-8.91243 9.23599 -2.40718 -5.30561e-006
0.30227 -6.80029 3.66727 -4.49534e-005
-8.29287 1.10883 -9.78984 -7.99524e-006
9.93164 -9.82851 8.9321 -4.35838e-005
-3.90096 -8.96714 -5.62801 3.06347e-007
-4.51722 3.67455 -3.92362 -2.49302e-005
-5.31395 3.19088 -5.81513 -1.3586e-005
7.45188 -0.15652 -6.53717 -4.03456e-005
3.32702 -6.02473 -5.88475 -3.72321e-005
3.13176 -5.08372 -1.31945 -1.47737e-005
-6.62588 -1.7085 6.38756 -3.57088e-005
3.74368 8.29008 -9.28474 -4.67292e-005
-3.9072 4.67731 8.59818 -3.83966e-005
1.5186 -5.57143 -3.77272 -4.51655e-005
0.987502 -2.95209 0.246409 -2.57628e-005
5.99619 -9.88599 -2.25428 -2.27354e-005
-6.35509 8.54925 -5.13627 2.93969e-006
7.72444 4.60058 -7.26603 8.03133e-006
2.28461 0.556211 -7.01793 -4.21377e-005
-0.134419 3.14367 6.58444 -1.29722e-005
7.44033 8.92845 -9.41127 -2.62464e-005
2.99079 -7.04727 -0.413112 -3.93847e-005
-6.48639 -3.97319 7.94867 -4.99156e-006
7.30589 -9.67132 -0.0868815 -1.66028e-005
-5.09934 5.03393 -0.489263 -2.62218e-005
9.62754 9.74674 -8.31317 -9.3532e-007
-0.879909 1.44769 7.43567 -2.11212e-005
